,year,LocationAbbr,state,Disability_Type,Disability_Percent,Number,Estimated_Number,id
460,2016,VT,Vermont,Self-care Disability,0.026,224.0,14942.0,50
461,2016,WA,Washington,Independent Living Disability,0.057,910.0,323332.0,53
462,2016,TX,Texas,Hearing Disability,0.053,923.0,1073217.0,48
463,2016,VI,U.S. Virgin Islands,Any Disability,0.222,271.0,17623.0,78
464,2016,US,"United States, DC & Territories",Vision Disability,0.045,24329.0,11563837.0,59
465,2016,VI,U.S. Virgin Islands,Independent Living Disability,0.055,52.0,4301.0,78
466,2016,US,"United States, DC & Territories",Mobility Disability,0.126,81946.0,33461577.0,59
467,2016,VA,Virginia,Cognitive Disability,0.094,786.0,596425.0,51
468,2016,WA,Washington,Vision Disability,0.031,507.0,180733.0,53
469,2016,WV,West Virginia,Independent Living Disability,0.099,790.0,154195.0,54
470,2016,TX,Texas,No Disability,0.755,7594.0,14966430.0,48
471,2016,VI,U.S. Virgin Islands,Cognitive Disability,0.1,81.0,7281.0,78
472,2016,UT,Utah,No Disability,0.792,8036.0,1648374.0,49
473,2016,VA,Virginia,Any Disability,0.223,2381.0,1468686.0,51
474,2016,US,"United States, DC & Territories",Any Disability,0.246,139475.0,62588135.0,59
475,2016,TX,Texas,Self-care Disability,0.035,577.0,728957.0,48
476,2016,WV,West Virginia,Vision Disability,0.078,635.0,122993.0,54
477,2016,VI,U.S. Virgin Islands,No Disability,0.778,949.0,59031.0,78
478,2016,VT,Vermont,No Disability,0.7929999999999999,4692.0,379554.0,50
479,2016,VT,Vermont,Independent Living Disability,0.057,394.0,29305.0,50
480,2016,TX,Texas,Mobility Disability,0.124,2248.0,2534614.0,48
481,2016,VA,Virginia,Vision Disability,0.038,396.0,254915.0,51
482,2016,VA,Virginia,Self-care Disability,0.027,303.0,187465.0,51
483,2016,WA,Washington,Self-care Disability,0.026,487.0,154788.0,53
484,2016,WV,West Virginia,Any Disability,0.366,2910.0,573424.0,54
485,2016,WA,Washington,Mobility Disability,0.106,2098.0,634717.0,53
486,2016,VI,U.S. Virgin Islands,Mobility Disability,0.104,177.0,9078.0,78
487,2016,UT,Utah,Independent Living Disability,0.047,576.0,96432.0,49
488,2016,UT,Utah,Mobility Disability,0.087,1281.0,170314.0,49
489,2016,VT,Vermont,Any Disability,0.207,1612.0,109883.0,50
490,2016,WA,Washington,No Disability,0.778,10084.0,4207262.0,53
491,2016,TX,Texas,Cognitive Disability,0.099,1124.0,1982355.0,48
492,2016,VT,Vermont,Mobility Disability,0.095,874.0,54512.0,50
493,2016,TX,Texas,Any Disability,0.245,3590.0,4928536.0,48
494,2016,VI,U.S. Virgin Islands,Self-care Disability,0.019,31.0,1641.0,78
495,2016,US,"United States, DC & Territories",Hearing Disability,0.053,38906.0,14278355.0,59
496,2016,VI,U.S. Virgin Islands,Hearing Disability,0.031,40.0,2479.0,78
497,2016,VA,Virginia,Hearing Disability,0.052,693.0,362812.0,51
498,2016,US,"United States, DC & Territories",Independent Living Disability,0.065,35763.0,16591670.0,59
499,2016,VT,Vermont,Hearing Disability,0.053,513.0,31472.0,50
500,2016,WA,Washington,Any Disability,0.222,3705.0,1264635.0,53
501,2016,UT,Utah,Self-care Disability,0.021,291.0,42100.0,49
502,2016,WV,West Virginia,Cognitive Disability,0.1639999999999999,1092.0,236051.0,54
503,2016,UT,Utah,Cognitive Disability,0.09,949.0,186594.0,49
504,2016,US,"United States, DC & Territories",Cognitive Disability,0.108,48175.0,26215883.0,59
505,2016,TX,Texas,Independent Living Disability,0.063,952.0,1266536.0,48
506,2017,AR,Arkansas,Vision Disability,0.079,435.0,182747.0,5
507,2017,HI,Hawaii,No Disability,0.7979999999999999,5657.0,837312.0,15
508,2017,AZ,Arizona,No Disability,0.742,10273.0,3732892.0,4
509,2017,AR,Arkansas,Hearing Disability,0.081,637.0,205816.0,5
510,2016,WI,Wisconsin,Cognitive Disability,0.099,406.0,411514.0,55
511,2016,WI,Wisconsin,Independent Living Disability,0.043,256.0,190399.0,55
512,2017,CA,California,Any Disability,0.23,2204.0,6761163.0,6
513,2017,AK,Alaska,Self-care Disability,0.026,112.0,13906.0,2
514,2017,AZ,Arizona,Mobility Disability,0.126,2616.0,723059.0,4
515,2017,AL,Alabama,Hearing Disability,0.068,611.0,277485.0,1
516,2017,AK,Alaska,No Disability,0.7809999999999999,2369.0,418738.0,2
517,2017,AL,Alabama,Vision Disability,0.066,501.0,256011.0,1
518,2016,WY,Wyoming,Self-care Disability,0.025,146.0,11595.0,56
519,2017,AZ,Arizona,Self-care Disability,0.033,617.0,184071.0,4
520,2016,WI,Wisconsin,Vision Disability,0.0279999999999999,165.0,131291.0,55
521,2017,CA,California,Hearing Disability,0.045,554.0,1395618.0,6
522,2017,AR,Arkansas,Any Disability,0.352,2147.0,811999.0,5
523,2016,WY,Wyoming,Independent Living Disability,0.054,276.0,24123.0,56
524,2017,CA,California,Independent Living Disability,0.055,514.0,1622157.0,6
525,2017,AZ,Arizona,Any Disability,0.258,4514.0,1395054.0,4
526,2017,AR,Arkansas,Self-care Disability,0.0579999999999999,362.0,134407.0,5
527,2016,WI,Wisconsin,No Disability,0.784,3745.0,3299132.0,55
528,2017,AK,Alaska,Any Disability,0.2189999999999999,726.0,115326.0,2
529,2017,AZ,Arizona,Vision Disability,0.045,753.0,245450.0,4
530,2017,AL,Alabama,Cognitive Disability,0.157,998.0,576054.0,1
531,2016,WI,Wisconsin,Self-care Disability,0.027,152.0,122621.0,55
532,2017,AK,Alaska,Mobility Disability,0.1,382.0,53056.0,2
533,2017,AL,Alabama,Self-care Disability,0.061,481.0,240119.0,1
534,2017,CA,California,No Disability,0.77,6573.0,21717479.0,6
535,2016,WY,Wyoming,Cognitive Disability,0.099,376.0,42691.0,56
536,2016,WY,Wyoming,Any Disability,0.244,1342.0,111776.0,56
537,2016,WY,Wyoming,Hearing Disability,0.086,534.0,40846.0,56
538,2017,AZ,Arizona,Hearing Disability,0.059,1359.0,351660.0,4
539,2017,AL,Alabama,Independent Living Disability,0.107,832.0,411648.0,1
540,2017,AR,Arkansas,Cognitive Disability,0.155,674.0,340972.0,5
541,2017,AL,Alabama,Mobility Disability,0.1989999999999999,1737.0,795146.0,1
542,2016,WI,Wisconsin,Any Disability,0.216,1244.0,969073.0,55
543,2017,AZ,Arizona,Cognitive Disability,0.1119999999999999,1456.0,569638.0,4
544,2017,CA,California,Self-care Disability,0.033,331.0,1008500.0,6
545,2017,AK,Alaska,Independent Living Disability,0.057,176.0,30519.0,2
546,2016,WI,Wisconsin,Mobility Disability,0.1,700.0,475818.0,55
547,2017,CA,California,Mobility Disability,0.107,1118.0,3289467.0,6
548,2017,AK,Alaska,Cognitive Disability,0.089,226.0,47663.0,2
549,2017,AL,Alabama,Any Disability,0.332,2585.0,1275685.0,1
550,2017,AZ,Arizona,Independent Living Disability,0.068,1060.0,359588.0,4
551,2016,WY,Wyoming,No Disability,0.7559999999999999,3064.0,326579.0,56
552,2016,WY,Wyoming,Mobility Disability,0.111,740.0,52599.0,56
553,2017,AR,Arkansas,No Disability,0.648,2949.0,1398156.0,5
554,2017,CA,California,Cognitive Disability,0.1009999999999999,833.0,2879585.0,6
555,2016,WI,Wisconsin,Hearing Disability,0.051,367.0,250211.0,55
556,2017,AR,Arkansas,Mobility Disability,0.198,1439.0,477462.0,5
557,2017,AR,Arkansas,Independent Living Disability,0.1,578.0,224719.0,5
558,2017,CA,California,Vision Disability,0.042,396.0,1267417.0,6
559,2016,WY,Wyoming,Vision Disability,0.04,215.0,18371.0,56
560,2017,AK,Alaska,Hearing Disability,0.046,224.0,24496.0,2
561,2017,AL,Alabama,No Disability,0.6679999999999999,3889.0,2358395.0,1
562,2017,AK,Alaska,Vision Disability,0.027,94.0,14890.0,2
563,2017,FL,Florida,Independent Living Disability,0.071,2090.0,1235723.0,12
564,2017,DE,Delaware,Cognitive Disability,0.136,518.0,97204.0,10
565,2017,CT,Connecticut,Independent Living Disability,0.0559999999999999,599.0,159553.0,9
566,2017,GA,Georgia,Cognitive Disability,0.118,708.0,894665.0,13
567,2017,CO,Colorado,Mobility Disability,0.091,1063.0,384400.0,8
568,2017,FL,Florida,Any Disability,0.281,7865.0,4930016.0,12
569,2017,DE,Delaware,Hearing Disability,0.072,381.0,59381.0,10
571,2017,DC,District of Columbia,Any Disability,0.2289999999999999,1088.0,122339.0,11
573,2017,DC,District of Columbia,Self-care Disability,0.033,175.0,17378.0,11
574,2017,HI,Hawaii,Hearing Disability,0.048,482.0,59113.0,15
575,2017,CT,Connecticut,Cognitive Disability,0.084,748.0,223959.0,9
576,2017,CO,Colorado,Independent Living Disability,0.052,492.0,214058.0,8
577,2017,GA,Georgia,Any Disability,0.272,1924.0,2105351.0,13
578,2017,CO,Colorado,No Disability,0.79,6814.0,3136291.0,8
579,2017,HI,Hawaii,Vision Disability,0.032,296.0,36240.0,15
580,2017,DE,Delaware,Self-care Disability,0.045,226.0,36266.0,10
581,2017,CO,Colorado,Self-care Disability,0.024,251.0,102213.0,8
582,2017,GA,Georgia,Hearing Disability,0.064,530.0,511610.0,13
583,2017,FL,Florida,Mobility Disability,0.143,4685.0,2702304.0,12
584,2017,DE,Delaware,Vision Disability,0.059,252.0,44559.0,10
585,2017,CT,Connecticut,Mobility Disability,0.093,1331.0,289115.0,9
586,2017,DC,District of Columbia,Cognitive Disability,0.099,397.0,54328.0,11
588,2017,FL,Florida,Self-care Disability,0.043,1362.0,781923.0,12
589,2017,HI,Hawaii,Any Disability,0.2019999999999999,1779.0,231270.0,15
590,2017,FL,Florida,Cognitive Disability,0.126,2965.0,2052535.0,12
591,2017,DC,District of Columbia,Independent Living Disability,0.05,252.0,26229.0,11
593,2017,HI,Hawaii,Cognitive Disability,0.086,657.0,92813.0,15
594,2017,GA,Georgia,Independent Living Disability,0.069,505.0,532450.0,13
595,2017,CO,Colorado,Any Disability,0.21,2041.0,846509.0,8
596,2017,GA,Georgia,Mobility Disability,0.136,1150.0,1095512.0,13
597,2017,DE,Delaware,Mobility Disability,0.146,803.0,121092.0,10
599,2017,DC,District of Columbia,Mobility Disability,0.121,642.0,63129.0,11
600,2017,CT,Connecticut,Any Disability,0.211,2459.0,602328.0,9
601,2017,FL,Florida,Vision Disability,0.0579999999999999,1536.0,1002735.0,12
602,2017,HI,Hawaii,Independent Living Disability,0.049,392.0,55180.0,15
603,2017,CT,Connecticut,Hearing Disability,0.053,765.0,164093.0,9
604,2017,DC,District of Columbia,Vision Disability,0.052,241.0,27486.0,11
606,2017,DE,Delaware,No Disability,0.6970000000000001,2610.0,499776.0,10
607,2017,FL,Florida,Hearing Disability,0.062,2315.0,1216350.0,12
608,2017,HI,Hawaii,Mobility Disability,0.095,930.0,116086.0,15
609,2017,GA,Georgia,Vision Disability,0.052,380.0,408818.0,13
610,2017,GA,Georgia,Self-care Disability,0.037,304.0,292524.0,13
611,2017,FL,Florida,No Disability,0.7190000000000001,13244.0,11088817.0,12
612,2017,CT,Connecticut,Self-care Disability,0.027,347.0,80622.0,9
613,2017,CO,Colorado,Cognitive Disability,0.093,683.0,368199.0,8
614,2017,CT,Connecticut,No Disability,0.789,7643.0,2072220.0,9
615,2017,CO,Colorado,Vision Disability,0.03,286.0,122503.0,8
616,2017,DC,District of Columbia,Hearing Disability,0.051,251.0,26729.0,11
617,2017,HI,Hawaii,Self-care Disability,0.026,216.0,30983.0,15
618,2017,CT,Connecticut,Vision Disability,0.039,366.0,109105.0,9
619,2017,DC,District of Columbia,No Disability,0.7709999999999999,2709.0,434389.0,11
621,2017,CO,Colorado,Hearing Disability,0.045,561.0,188483.0,8
622,2017,GA,Georgia,No Disability,0.728,3829.0,5418048.0,13
623,2017,DE,Delaware,Independent Living Disability,0.081,350.0,61549.0,10
625,2017,DE,Delaware,Any Disability,0.303,1373.0,230742.0,10
638,2017,HHS10,HHS Region 10,Any Disability,0.24,6949.0,2595056.0,89
642,2017,HHS10,HHS Region 10,Independent Living Disability,0.065,1735.0,695519.0,89
645,2017,HHS10,HHS Region 10,Mobility Disability,0.106,3719.0,1214267.0,89
650,2017,HHS10,HHS Region 10,Vision Disability,0.037,1022.0,409146.0,89
660,2017,HHS10,HHS Region 10,Hearing Disability,0.06,2111.0,692609.0,89
666,2017,HHS10,HHS Region 10,Cognitive Disability,0.107,2431.0,1111357.0,89
673,2017,HHS10,HHS Region 10,Self-care Disability,0.035,1053.0,383623.0,89
687,2017,HHS10,HHS Region 10,No Disability,0.76,18705.0,7805551.0,89
690,2017,IA,Iowa,Mobility Disability,0.107,1078.0,282788.0,19
691,2017,ID,Idaho,Self-care Disability,0.027,204.0,36391.0,16
692,2017,ID,Idaho,Independent Living Disability,0.051,313.0,65552.0,16
695,2017,IA,Iowa,Hearing Disability,0.0579999999999999,614.0,157633.0,19
696,2017,KS,Kansas,Cognitive Disability,0.106,1952.0,219572.0,20
697,2017,IN,Indiana,Mobility Disability,0.129,2501.0,692093.0,18
698,2017,IL,Illinois,No Disability,0.7809999999999999,4021.0,7326138.0,17
699,2017,ID,Idaho,Any Disability,0.231,1326.0,298916.0,16
700,2017,IN,Indiana,Independent Living Disability,0.079,1152.0,396168.0,18
701,2017,KY,Kentucky,Mobility Disability,0.2019999999999999,2153.0,742993.0,21
702,2017,IL,Illinois,Self-care Disability,0.032,191.0,329906.0,17
703,2017,KY,Kentucky,Hearing Disability,0.083,919.0,309241.0,21
705,2017,KY,Kentucky,No Disability,0.654,4977.0,2125186.0,21
706,2017,IN,Indiana,Vision Disability,0.045,684.0,232893.0,18
707,2017,KS,Kansas,Any Disability,0.247,5832.0,538345.0,20
708,2017,KS,Kansas,Vision Disability,0.037,844.0,80222.0,20
710,2017,KY,Kentucky,Vision Disability,0.061,644.0,221231.0,21
711,2017,IA,Iowa,Vision Disability,0.027,250.0,70474.0,19
713,2017,ID,Idaho,Hearing Disability,0.061,386.0,83039.0,16
715,2017,IN,Indiana,Hearing Disability,0.052,979.0,280762.0,18
716,2017,KY,Kentucky,Self-care Disability,0.057,572.0,207070.0,21
719,2017,IN,Indiana,Any Disability,0.255,4060.0,1299671.0,18
720,2017,IA,Iowa,Self-care Disability,0.032,270.0,81885.0,19
721,2017,IL,Illinois,Mobility Disability,0.1159999999999999,809.0,1213706.0,17
722,2017,KS,Kansas,Self-care Disability,0.032,826.0,71888.0,20
723,2017,IL,Illinois,Vision Disability,0.043,242.0,427982.0,17
725,2017,IL,Illinois,Any Disability,0.2189999999999999,1341.0,2183747.0,17
726,2017,IN,Indiana,Cognitive Disability,0.12,1378.0,581432.0,18
727,2017,KY,Kentucky,Cognitive Disability,0.161,1327.0,541818.0,21
729,2017,KS,Kansas,No Disability,0.753,14874.0,1536747.0,20
730,2017,ID,Idaho,Vision Disability,0.034,192.0,45055.0,16
731,2017,ID,Idaho,Cognitive Disability,0.095,448.0,116580.0,16
732,2017,KS,Kansas,Independent Living Disability,0.06,1347.0,130060.0,20
733,2017,KY,Kentucky,Independent Living Disability,0.102,962.0,357183.0,21
736,2017,KY,Kentucky,Any Disability,0.346,3400.0,1219322.0,21
738,2017,KS,Kansas,Hearing Disability,0.063,1765.0,146372.0,20
739,2017,IN,Indiana,No Disability,0.745,9218.0,3580918.0,18
740,2017,IA,Iowa,No Disability,0.77,5468.0,1770981.0,19
741,2017,ID,Idaho,No Disability,0.769,3435.0,939659.0,16
742,2017,IA,Iowa,Cognitive Disability,0.096,654.0,224661.0,19
743,2017,ID,Idaho,Mobility Disability,0.108,730.0,146457.0,16
744,2017,IL,Illinois,Hearing Disability,0.032,288.0,349219.0,17
746,2017,IN,Indiana,Self-care Disability,0.039,655.0,202253.0,18
748,2017,KS,Kansas,Mobility Disability,0.124,3414.0,283497.0,20
749,2017,IL,Illinois,Cognitive Disability,0.086,410.0,816885.0,17
750,2017,IL,Illinois,Independent Living Disability,0.064,376.0,628124.0,17
751,2017,IA,Iowa,Any Disability,0.23,1985.0,574506.0,19
753,2017,IA,Iowa,Independent Living Disability,0.062,450.0,148195.0,19
754,2017,LA,Louisiana,Vision Disability,0.07,343.0,249305.0,22
755,2017,MN,Minnesota,Any Disability,0.217,4333.0,945339.0,27
756,2017,ME,Maine,Hearing Disability,0.051,692.0,65482.0,23
757,2017,MI,Michigan,Any Disability,0.282,3296.0,2238167.0,26
758,2017,MD,Maryland,Mobility Disability,0.105,2066.0,517105.0,24
759,2017,MD,Maryland,Hearing Disability,0.048,928.0,232639.0,24
760,2017,ME,Maine,Independent Living Disability,0.065,687.0,71491.0,23
761,2017,MA,Massachusetts,Self-care Disability,0.032,284.0,186638.0,25
762,2017,MA,Massachusetts,Vision Disability,0.039,300.0,224408.0,25
763,2017,MN,Minnesota,Self-care Disability,0.027,566.0,118989.0,27
764,2017,MN,Minnesota,Vision Disability,0.03,586.0,130493.0,27
765,2017,MS,Mississippi,No Disability,0.665,3015.0,1390077.0,28
766,2017,MS,Mississippi,Vision Disability,0.073,404.0,163650.0,28
767,2017,MI,Michigan,Independent Living Disability,0.083,873.0,655225.0,26
768,2017,MS,Mississippi,Hearing Disability,0.063,406.0,146969.0,28
769,2017,MI,Michigan,Cognitive Disability,0.138,1293.0,1027810.0,26
770,2017,MS,Mississippi,Cognitive Disability,0.156,630.0,332799.0,28
771,2017,ME,Maine,No Disability,0.779,6961.0,798478.0,23
772,2017,MD,Maryland,Any Disability,0.215,3382.0,1001840.0,24
773,2017,MA,Massachusetts,No Disability,0.7709999999999999,4878.0,3981362.0,25
774,2017,LA,Louisiana,Self-care Disability,0.055,306.0,197574.0,22
775,2017,MA,Massachusetts,Cognitive Disability,0.103,630.0,542200.0,25
776,2017,MN,Minnesota,Mobility Disability,0.095,2230.0,437020.0,27
777,2017,LA,Louisiana,No Disability,0.677,2951.0,2251653.0,22
778,2017,LA,Louisiana,Mobility Disability,0.168,972.0,615288.0,22
779,2017,ME,Maine,Mobility Disability,0.095,1348.0,119994.0,23
780,2017,MS,Mississippi,Mobility Disability,0.175,1143.0,406839.0,28
781,2017,MI,Michigan,No Disability,0.718,7232.0,5248778.0,26
782,2017,MD,Maryland,Cognitive Disability,0.088,1000.0,391269.0,24
783,2017,MI,Michigan,Hearing Disability,0.0579999999999999,861.0,508279.0,26
784,2017,MD,Maryland,Vision Disability,0.035,508.0,168997.0,24
785,2017,MS,Mississippi,Self-care Disability,0.061,361.0,139125.0,28
786,2017,MS,Mississippi,Any Disability,0.335,1801.0,743384.0,28
787,2017,LA,Louisiana,Cognitive Disability,0.156,660.0,528083.0,22
788,2017,MA,Massachusetts,Hearing Disability,0.05,510.0,301856.0,25
789,2017,ME,Maine,Self-care Disability,0.032,367.0,37502.0,23
790,2017,MA,Massachusetts,Mobility Disability,0.108,990.0,644455.0,25
791,2017,MN,Minnesota,Independent Living Disability,0.049,932.0,208527.0,27
792,2017,MA,Massachusetts,Any Disability,0.2289999999999999,1784.0,1281856.0,25
793,2017,MN,Minnesota,Cognitive Disability,0.0969999999999999,1558.0,397300.0,27
794,2017,MD,Maryland,Self-care Disability,0.03,528.0,143513.0,24
795,2017,LA,Louisiana,Hearing Disability,0.07,382.0,258181.0,22
796,2017,ME,Maine,Cognitive Disability,0.111,909.0,110950.0,23
797,2017,MI,Michigan,Mobility Disability,0.146,1943.0,1237170.0,26
798,2017,MD,Maryland,Independent Living Disability,0.0559999999999999,884.0,261979.0,24
799,2017,LA,Louisiana,Any Disability,0.3229999999999999,1604.0,1130762.0,22
800,2017,ME,Maine,Any Disability,0.221,2492.0,250406.0,23
801,2017,MS,Mississippi,Independent Living Disability,0.111,576.0,247373.0,28
802,2017,MI,Michigan,Self-care Disability,0.047,531.0,391141.0,26
803,2017,LA,Louisiana,Independent Living Disability,0.098,481.0,341185.0,22
804,2017,MA,Massachusetts,Independent Living Disability,0.065,493.0,358782.0,25
805,2017,MN,Minnesota,Hearing Disability,0.061,1405.0,282700.0,27
806,2017,ME,Maine,Vision Disability,0.025,292.0,29686.0,23
807,2017,MI,Michigan,Vision Disability,0.044,487.0,355397.0,26
808,2017,MD,Maryland,No Disability,0.785,9565.0,3467755.0,24
809,2017,MN,Minnesota,No Disability,0.7829999999999999,12211.0,3184544.0,27
810,2017,NE,Nebraska,No Disability,0.778,10721.0,1071669.0,31
811,2017,NJ,New Jersey,Cognitive Disability,0.103,1101.0,700353.0,34
812,2017,NY,New York,Independent Living Disability,0.059,815.0,903043.0,36
813,2017,MO,Missouri,Independent Living Disability,0.079,769.0,381667.0,29
814,2017,NH,New Hampshire,Hearing Disability,0.06,556.0,73231.0,33
815,2017,NV,Nevada,No Disability,0.732,2467.0,1613528.0,32
816,2017,NJ,New Jersey,Any Disability,0.246,3404.0,1748777.0,34
817,2017,NY,New York,Any Disability,0.222,2990.0,3426139.0,36
818,2017,MT,Montana,Any Disability,0.265,1969.0,232239.0,30
819,2017,NJ,New Jersey,No Disability,0.754,7881.0,4947572.0,34
820,2017,NM,New Mexico,Self-care Disability,0.042,355.0,68282.0,35
821,2017,NE,Nebraska,Any Disability,0.222,4169.0,327610.0,31
822,2017,NM,New Mexico,Cognitive Disability,0.13,771.0,196593.0,35
823,2017,MO,Missouri,Mobility Disability,0.15,1614.0,764275.0,29
824,2017,NH,New Hampshire,Independent Living Disability,0.067,390.0,67892.0,33
825,2017,NV,Nevada,Mobility Disability,0.133,682.0,330344.0,32
826,2017,NH,New Hampshire,No Disability,0.763,3905.0,777649.0,33
827,2017,MT,Montana,Mobility Disability,0.122,1075.0,112931.0,30
828,2017,NY,New York,Hearing Disability,0.037,624.0,612554.0,36
829,2017,NE,Nebraska,Independent Living Disability,0.053,889.0,76397.0,31
830,2017,MT,Montana,Vision Disability,0.052,334.0,44341.0,30
831,2017,NM,New Mexico,No Disability,0.7140000000000001,4192.0,1061712.0,35
832,2017,MO,Missouri,No Disability,0.7090000000000001,4710.0,3174180.0,29
833,2017,NY,New York,Mobility Disability,0.113,1742.0,1829245.0,36
834,2017,MO,Missouri,Hearing Disability,0.066,846.0,350932.0,29
835,2017,NM,New Mexico,Independent Living Disability,0.084,593.0,132366.0,35
836,2017,NH,New Hampshire,Vision Disability,0.036,260.0,39883.0,33
837,2017,NV,Nevada,Hearing Disability,0.077,370.0,191645.0,32
838,2017,MT,Montana,Self-care Disability,0.0289999999999999,236.0,25742.0,30
839,2017,NJ,New Jersey,Mobility Disability,0.129,2084.0,960986.0,34
840,2017,NV,Nevada,Vision Disability,0.061,225.0,144973.0,32
841,2017,NV,Nevada,Cognitive Disability,0.11,409.0,253381.0,32
842,2017,NY,New York,No Disability,0.778,8591.0,11234688.0,36
843,2017,NV,Nevada,Any Disability,0.268,1183.0,635618.0,32
844,2017,MT,Montana,Independent Living Disability,0.068,469.0,58673.0,30
845,2017,NJ,New Jersey,Vision Disability,0.047,624.0,344651.0,34
846,2017,MO,Missouri,Any Disability,0.291,2694.0,1411602.0,29
847,2017,NY,New York,Vision Disability,0.0409999999999999,543.0,636253.0,36
848,2017,NE,Nebraska,Hearing Disability,0.06,1407.0,94264.0,31
849,2017,MT,Montana,Cognitive Disability,0.113,634.0,91342.0,30
850,2017,NJ,New Jersey,Self-care Disability,0.044,552.0,313871.0,34
851,2017,MO,Missouri,Cognitive Disability,0.133,979.0,606441.0,29
852,2017,NY,New York,Cognitive Disability,0.096,1059.0,1412095.0,36
853,2017,NM,New Mexico,Mobility Disability,0.136,1199.0,228342.0,35
854,2017,NE,Nebraska,Vision Disability,0.034,591.0,50023.0,31
855,2017,MO,Missouri,Self-care Disability,0.045,446.0,221988.0,29
856,2017,NE,Nebraska,Cognitive Disability,0.089,1293.0,125681.0,31
857,2017,NH,New Hampshire,Self-care Disability,0.031,206.0,33917.0,33
858,2017,NJ,New Jersey,Independent Living Disability,0.068,890.0,482751.0,34
859,2017,NM,New Mexico,Vision Disability,0.059,401.0,94761.0,35
860,2017,NE,Nebraska,Mobility Disability,0.103,2259.0,158337.0,31
861,2017,NH,New Hampshire,Mobility Disability,0.102,893.0,120670.0,33
862,2017,NV,Nevada,Independent Living Disability,0.06,280.0,145535.0,32
863,2017,MT,Montana,No Disability,0.735,3832.0,574741.0,30
864,2017,NY,New York,Self-care Disability,0.032,468.0,507392.0,36
865,2017,NJ,New Jersey,Hearing Disability,0.05,875.0,382566.0,34
867,2017,MT,Montana,Hearing Disability,0.084,752.0,80377.0,30
868,2017,NV,Nevada,Self-care Disability,0.034,168.0,82934.0,32
869,2017,MO,Missouri,Vision Disability,0.05,464.0,243332.0,29
870,2017,NH,New Hampshire,Any Disability,0.237,1601.0,255054.0,33
871,2017,NM,New Mexico,Any Disability,0.286,2066.0,452374.0,35
872,2017,NE,Nebraska,Self-care Disability,0.027,504.0,40265.0,31
873,2017,NH,New Hampshire,Cognitive Disability,0.1,504.0,97171.0,33
874,2017,NM,New Mexico,Hearing Disability,0.066,608.0,114144.0,35
875,2017,NC,North Carolina,Independent Living Disability,0.069,411.0,570138.0,37
876,2017,OH,Ohio,Cognitive Disability,0.125,1400.0,1078473.0,39
878,2017,OK,Oklahoma,Mobility Disability,0.18,1583.0,559930.0,40
879,2017,OR,Oregon,Mobility Disability,0.109,747.0,390746.0,41
881,2017,PA,Pennsylvania,Independent Living Disability,0.07,472.0,721538.0,42
882,2017,OR,Oregon,Independent Living Disability,0.078,388.0,252902.0,41
883,2017,PA,Pennsylvania,Self-care Disability,0.037,261.0,395680.0,42
884,2017,NC,North Carolina,No Disability,0.732,3228.0,5522136.0,37
885,2017,OK,Oklahoma,Hearing Disability,0.093,842.0,293355.0,40
886,2017,NC,North Carolina,Self-care Disability,0.0409999999999999,261.0,349008.0,37
888,2017,ND,North Dakota,Self-care Disability,0.02,174.0,11760.0,38
889,2017,OK,Oklahoma,Independent Living Disability,0.095,635.0,278758.0,40
891,2017,OR,Oregon,Any Disability,0.256,1458.0,845463.0,41
892,2017,OK,Oklahoma,Self-care Disability,0.055,412.0,166540.0,40
893,2017,OH,Ohio,Independent Living Disability,0.073,1041.0,665418.0,39
894,2017,ND,North Dakota,Any Disability,0.203,1580.0,118116.0,38
895,2017,NC,North Carolina,Cognitive Disability,0.1119999999999999,560.0,871878.0,37
896,2017,OH,Ohio,Mobility Disability,0.136,2481.0,1346906.0,39
897,2017,PA,Pennsylvania,Vision Disability,0.03,232.0,316483.0,42
898,2017,ND,North Dakota,Cognitive Disability,0.078,430.0,43839.0,38
899,2017,OR,Oregon,Hearing Disability,0.063,436.0,232685.0,41
900,2017,OH,Ohio,Hearing Disability,0.061,1242.0,622023.0,39
902,2017,ND,North Dakota,Mobility Disability,0.088,861.0,53120.0,38
903,2017,ND,North Dakota,No Disability,0.797,5167.0,448063.0,38
904,2017,OR,Oregon,No Disability,0.7440000000000001,3641.0,2279181.0,41
906,2017,PA,Pennsylvania,Any Disability,0.239,1699.0,2486513.0,42
907,2017,OK,Oklahoma,Vision Disability,0.066,444.0,197498.0,40
908,2017,PA,Pennsylvania,Cognitive Disability,0.115,693.0,1105867.0,42
909,2017,ND,North Dakota,Vision Disability,0.03,213.0,17263.0,38
910,2017,ND,North Dakota,Hearing Disability,0.052,501.0,31806.0,38
911,2017,OH,Ohio,Vision Disability,0.045,659.0,421066.0,39
912,2017,NC,North Carolina,Any Disability,0.268,1517.0,2184900.0,37
914,2017,NC,North Carolina,Hearing Disability,0.067,421.0,581453.0,37
915,2017,NC,North Carolina,Vision Disability,0.044,273.0,372299.0,37
917,2017,PA,Pennsylvania,Mobility Disability,0.121,976.0,1352631.0,42
918,2017,OH,Ohio,Any Disability,0.2689999999999999,4096.0,2496477.0,39
919,2017,OR,Oregon,Cognitive Disability,0.118,545.0,365197.0,41
920,2017,OR,Oregon,Vision Disability,0.043,220.0,142089.0,41
921,2017,PA,Pennsylvania,Hearing Disability,0.049,401.0,555162.0,42
